"Flavor","CheckId","InstallId","BuildId"
"r-devel-linux-x86_64-debian-gcc","ed5a6215e808c698ab470b0d4fcd02e1","8d69f6eaf0b375ff4e8a516a4c56c16c","8d69f6eaf0b375ff4e8a516a4c56c16c"
